cruise_line,destination,departure_port,cabin_type,duration_nights,departure_month,days_until_departure,ship_age_years,passengers,price
Holland America,Mediterranean,New Orleans,Interior,10,8,216,1,2,34420
Celebrity,Mexico,Seattle,Balcony,5,9,233,13,2,8540
Royal Caribbean,Mexico,Tampa,Suite,5,2,30,9,2,17470
MSC,Alaska,Fort Lauderdale,Ocean View,12,4,73,19,2,18830
Royal Caribbean,Northern Europe,Galveston,Interior,8,1,342,1,2,18620
Celebrity,Mediterranean,New York,Ocean View,10,6,155,25,2,45450
Celebrity,Hawaii,Tampa,Suite,6,6,134,0,1,31280
Royal Caribbean,Bahamas,Los Angeles,Suite,3,6,151,9,1,4310
MSC,Caribbean,Fort Lauderdale,Balcony,7,8,200,20,2,8520
Princess,Bahamas,Fort Lauderdale,Interior,6,8,219,0,1,3530
Norwegian,Bahamas,Tampa,Suite,7,7,166,25,2,11610
Royal Caribbean,Mexico,Los Angeles,Balcony,5,6,142,20,2,7430
Holland America,Mexico,Fort Lauderdale,Suite,5,8,215,17,2,13450
Princess,Mediterranean,Miami,Suite,13,8,197,24,2,83530
Carnival,South Pacific,San Juan,Ocean View,13,5,125,14,2,34710
Carnival,Mexico,Port Canaveral,Balcony,7,3,49,3,2,11860
MSC,South Pacific,Fort Lauderdale,Ocean View,14,10,274,23,3,46520
MSC,Caribbean,New Orleans,Suite,5,7,179,4,1,6120
Holland America,Caribbean,Tampa,Balcony,7,10,257,17,2,12380
MSC,Hawaii,Los Angeles,Suite,6,3,48,3,2,28180
Carnival,Northern Europe,Miami,Ocean View,8,4,92,6,2,19780
Carnival,Caribbean,Los Angeles,Suite,4,10,275,15,2,8910
Holland America,Northern Europe,New Orleans,Interior,11,1,353,8,2,26000
Celebrity,Alaska,New Orleans,Ocean View,10,12,321,22,2,21970
Princess,South Pacific,Tampa,Suite,9,4,91,16,3,71940
Disney,Caribbean,Seattle,Balcony,4,9,247,2,4,23680
Royal Caribbean,Mexico,Tampa,Ocean View,6,11,282,14,2,6590
Royal Caribbean,South Pacific,Fort Lauderdale,Ocean View,10,7,183,20,1,15710
MSC,Mexico,Seattle,Balcony,6,7,163,11,2,8150
Holland America,Mexico,Fort Lauderdale,Ocean View,6,3,59,23,2,10440
Norwegian,Mexico,Port Canaveral,Interior,7,11,307,20,3,8300
Celebrity,Mexico,Tampa,Suite,4,5,125,6,1,6400
Norwegian,Alaska,Los Angeles,Ocean View,12,3,46,1,2,25960
Disney,Northern Europe,Galveston,Suite,8,6,130,17,2,80880
Holland America,South Pacific,New Orleans,Balcony,12,10,278,2,3,75300
MSC,Alaska,Port Canaveral,Balcony,14,10,257,22,3,35160
Carnival,Northern Europe,Port Canaveral,Balcony,12,9,245,24,2,39130
Holland America,Mediterranean,Seattle,Ocean View,7,5,107,14,2,21750
MSC,Caribbean,Galveston,Balcony,4,8,195,8,2,5310
Royal Caribbean,Mexico,New Orleans,Interior,6,8,210,1,4,11760
Princess,Mexico,San Juan,Interior,7,9,248,19,2,5930
Disney,Alaska,New York,Suite,7,8,196,0,2,71960
Norwegian,Alaska,Fort Lauderdale,Ocean View,8,2,35,14,2,15380
Royal Caribbean,Hawaii,New York,Interior,5,5,106,20,2,10130
Royal Caribbean,Hawaii,Port Canaveral,Balcony,8,11,307,23,4,45990
Royal Caribbean,Northern Europe,Miami,Suite,9,6,143,2,2,90550
Royal Caribbean,Mexico,New York,Ocean View,5,12,332,23,3,11340
Royal Caribbean,Mexico,New York,Balcony,5,7,181,14,2,7540
Carnival,South Pacific,Fort Lauderdale,Interior,9,3,51,5,2,23520
Royal Caribbean,Alaska,Tampa,Interior,14,3,48,23,4,40790
Princess,Mediterranean,New Orleans,Ocean View,11,5,98,8,2,26670
Celebrity,Northern Europe,Tampa,Ocean View,10,5,97,9,2,32330
Disney,Mexico,Los Angeles,Interior,5,8,193,11,3,9240
Disney,Alaska,San Juan,Interior,10,9,229,11,2,26170
Princess,Mediterranean,New York,Balcony,11,3,53,16,3,56160
Princess,Mediterranean,New Orleans,Suite,8,10,271,21,2,37120
Disney,Alaska,San Juan,Suite,13,1,344,18,4,123620
Celebrity,Bahamas,Miami,Balcony,4,10,250,10,2,6970
Carnival,Alaska,New Orleans,Balcony,9,2,18,14,3,24590
Disney,Northern Europe,Los Angeles,Suite,11,8,198,19,2,124440
Holland America,Mexico,Tampa,Interior,7,10,266,3,2,7200
Princess,Northern Europe,Port Canaveral,Interior,11,12,312,22,4,45160
MSC,Alaska,Galveston,Ocean View,7,3,53,9,3,16050
Norwegian,Hawaii,Seattle,Suite,4,1,7,21,2,24550
Norwegian,Mexico,Fort Lauderdale,Balcony,4,5,111,13,1,3260
MSC,Alaska,Miami,Balcony,12,3,58,15,2,23090
Holland America,Mediterranean,Seattle,Suite,10,3,56,12,2,55750
Norwegian,Northern Europe,New Orleans,Balcony,13,12,312,12,2,42930
Celebrity,South Pacific,Tampa,Interior,9,5,127,11,2,23180
Royal Caribbean,Northern Europe,Tampa,Interior,10,2,29,6,2,21380
Carnival,Hawaii,Port Canaveral,Suite,5,6,152,9,2,34860
Disney,Caribbean,Seattle,Balcony,4,8,210,21,2,9120
Carnival,South Pacific,Galveston,Interior,8,1,342,12,3,30990
Royal Caribbean,Alaska,Port Canaveral,Balcony,13,1,358,14,1,19990
Holland America,Northern Europe,New Orleans,Interior,8,12,316,25,3,27240
Disney,Hawaii,Galveston,Suite,7,8,193,3,3,76110
Holland America,Northern Europe,Port Canaveral,Interior,11,5,108,16,3,36110
Disney,Northern Europe,Los Angeles,Interior,8,10,257,14,2,27710
Celebrity,Mexico,Galveston,Suite,6,2,19,17,2,18870
Princess,Hawaii,Miami,Suite,5,7,159,20,1,22240
Carnival,Hawaii,New York,Interior,7,6,134,5,1,11790
Carnival,Alaska,Los Angeles,Ocean View,11,7,183,14,2,29850
MSC,South Pacific,Fort Lauderdale,Interior,7,4,82,19,4,26240
Carnival,Northern Europe,Galveston,Interior,11,9,223,12,1,12810
Princess,Bahamas,Fort Lauderdale,Suite,7,11,299,8,4,26140
MSC,Caribbean,San Juan,Balcony,6,9,230,8,3,12760
Norwegian,Mexico,San Juan,Interior,5,5,99,21,2,4500
Royal Caribbean,Northern Europe,Miami,Ocean View,9,6,147,8,2,39920
Celebrity,Bahamas,Tampa,Ocean View,3,7,173,7,1,2100
Princess,South Pacific,San Juan,Suite,13,10,250,17,1,44880
Celebrity,Hawaii,Los Angeles,Balcony,4,10,262,6,2,15950
Norwegian,Northern Europe,Seattle,Balcony,8,12,330,15,2,30890
Celebrity,Bahamas,New York,Ocean View,5,6,156,24,2,5890
Disney,Caribbean,San Juan,Ocean View,6,12,326,11,2,18250
Holland America,Caribbean,New York,Balcony,7,5,127,12,4,29970
Norwegian,Northern Europe,Fort Lauderdale,Interior,10,3,63,18,2,18190
Norwegian,Northern Europe,Galveston,Suite,13,12,313,8,2,75790
Celebrity,Bahamas,New York,Balcony,6,8,207,7,3,14130
Disney,South Pacific,Los Angeles,Balcony,9,8,211,9,1,34110
Celebrity,South Pacific,Fort Lauderdale,Ocean View,13,9,221,13,2,47140
Royal Caribbean,Mediterranean,San Juan,Ocean View,8,12,313,18,3,26990
Royal Caribbean,Hawaii,Port Canaveral,Ocean View,6,9,248,21,1,8530
Celebrity,Caribbean,New York,Suite,6,5,105,5,2,24840
MSC,Alaska,Tampa,Suite,11,3,40,0,2,39160
Disney,South Pacific,San Juan,Ocean View,10,5,97,14,2,42910
Carnival,Hawaii,Tampa,Ocean View,6,3,42,0,3,21480
Holland America,South Pacific,Fort Lauderdale,Suite,11,11,282,3,3,150310
Royal Caribbean,South Pacific,Miami,Suite,13,2,27,11,2,104920
Disney,Northern Europe,Fort Lauderdale,Interior,11,11,303,24,3,52610
Norwegian,Hawaii,Galveston,Suite,4,6,131,25,2,23120
Princess,Bahamas,Fort Lauderdale,Balcony,6,10,258,24,2,7910
Princess,Hawaii,Los Angeles,Balcony,5,9,237,22,2,14990
Princess,Caribbean,Port Canaveral,Ocean View,6,2,20,7,3,17010
Celebrity,Mexico,Port Canaveral,Balcony,6,7,163,15,3,13180
Princess,Alaska,Port Canaveral,Ocean View,13,6,138,20,2,37550
MSC,Mexico,San Juan,Ocean View,3,8,193,23,2,2580
Holland America,South Pacific,Galveston,Ocean View,12,10,274,11,2,34710
Disney,Alaska,Port Canaveral,Suite,13,2,14,21,4,124910
Celebrity,Mediterranean,Tampa,Balcony,11,12,318,24,3,49020
Carnival,Mediterranean,Los Angeles,Balcony,7,10,275,7,3,26950
Celebrity,Caribbean,Fort Lauderdale,Suite,9,10,266,2,2,30170
Carnival,Caribbean,San Juan,Suite,6,6,132,8,3,20650
Norwegian,Mediterranean,Los Angeles,Ocean View,11,11,289,8,1,15000
MSC,Bahamas,New York,Ocean View,5,5,113,7,2,4620
Disney,South Pacific,New York,Interior,8,7,170,25,2,31090
MSC,South Pacific,Los Angeles,Interior,10,3,58,17,2,23440
Disney,Mexico,San Juan,Interior,5,3,64,23,3,12430
MSC,South Pacific,New Orleans,Interior,11,10,259,20,2,18010
Disney,Mexico,New Orleans,Balcony,8,6,134,10,2,16970
Princess,South Pacific,Port Canaveral,Interior,12,10,267,15,2,31340
Norwegian,Bahamas,New Orleans,Suite,4,9,233,10,2,7690
Norwegian,Mediterranean,Tampa,Interior,11,7,170,24,2,26030
Carnival,Mexico,San Juan,Ocean View,6,7,172,5,2,5940
Holland America,Alaska,San Juan,Ocean View,12,10,271,15,2,24700
Holland America,Mexico,New Orleans,Ocean View,6,7,162,11,2,7390
Celebrity,Hawaii,Los Angeles,Balcony,5,11,295,12,3,26260
Royal Caribbean,Northern Europe,Seattle,Interior,9,9,240,24,2,23580
MSC,Mediterranean,New Orleans,Balcony,7,7,171,13,3,32660
Celebrity,Mediterranean,San Juan,Ocean View,11,3,61,2,2,35310
Celebrity,South Pacific,Miami,Suite,13,1,359,22,2,128980
Princess,Northern Europe,Fort Lauderdale,Interior,12,6,148,17,2,39280
Princess,Bahamas,Port Canaveral,Suite,8,3,44,10,4,47210
Holland America,Alaska,San Juan,Ocean View,10,11,294,2,2,26770
Celebrity,Mexico,Miami,Balcony,4,3,41,25,2,8110
Celebrity,Hawaii,Tampa,Suite,4,9,246,7,2,22270
Celebrity,Mediterranean,New Orleans,Balcony,7,4,78,3,2,21850
Holland America,Northern Europe,Miami,Suite,7,10,269,11,1,25670
Holland America,Caribbean,New York,Balcony,6,11,301,10,2,15520
Carnival,Bahamas,New York,Interior,4,10,269,2,2,3370
Disney,Mediterranean,Seattle,Interior,14,9,238,23,2,50190
Celebrity,Bahamas,San Juan,Ocean View,5,10,277,24,2,4870
Holland America,Caribbean,San Juan,Suite,5,12,326,12,1,14390
MSC,Hawaii,Port Canaveral,Suite,5,5,121,18,2,18970
Celebrity,South Pacific,San Juan,Ocean View,9,5,103,24,2,27410
Princess,Alaska,Miami,Interior,7,4,72,17,2,11930
Carnival,Hawaii,Tampa,Balcony,6,5,110,9,2,16080
Princess,Mediterranean,Galveston,Ocean View,14,4,70,12,1,18130
MSC,Northern Europe,Los Angeles,Interior,10,5,112,24,2,16850
Carnival,Bahamas,New York,Ocean View,8,10,271,3,2,8520
MSC,Bahamas,San Juan,Suite,5,7,169,13,2,8420
Carnival,Hawaii,New Orleans,Suite,6,9,240,0,1,15490
Holland America,Northern Europe,Galveston,Interior,11,3,40,13,4,45420
Princess,Mediterranean,Seattle,Interior,8,6,147,23,2,25230
Celebrity,Caribbean,Tampa,Ocean View,4,2,11,4,2,7560
Norwegian,South Pacific,Miami,Interior,10,1,345,9,2,34990
Holland America,Alaska,Port Canaveral,Suite,9,1,349,5,2,41900
Carnival,Alaska,Los Angeles,Interior,13,12,327,11,4,34540
Princess,Hawaii,Miami,Interior,5,9,247,1,3,18430
Norwegian,Northern Europe,New York,Interior,9,4,87,3,1,12450
MSC,Bahamas,Fort Lauderdale,Suite,4,10,250,14,4,12110
Disney,Alaska,New Orleans,Interior,11,4,72,10,2,27310
Celebrity,Bahamas,Los Angeles,Suite,7,11,299,6,2,16620
Norwegian,Alaska,Fort Lauderdale,Ocean View,13,6,151,19,2,36810
MSC,Mexico,New Orleans,Ocean View,5,9,243,21,2,3910
Princess,Alaska,Seattle,Balcony,9,11,303,23,4,51980
Royal Caribbean,Northern Europe,Tampa,Interior,10,4,80,20,1,11590
MSC,Alaska,Galveston,Suite,14,10,254,11,2,42400
Holland America,South Pacific,Los Angeles,Ocean View,14,4,67,23,2,47530
Celebrity,Hawaii,New Orleans,Ocean View,5,10,256,24,2,11490
Carnival,Hawaii,Fort Lauderdale,Balcony,7,9,225,20,1,10550
Norwegian,Bahamas,Los Angeles,Ocean View,7,4,68,17,3,12480
Norwegian,Hawaii,Los Angeles,Balcony,5,3,49,16,2,15770
MSC,Alaska,Miami,Ocean View,12,10,276,19,3,27460
Royal Caribbean,Hawaii,New York,Ocean View,4,4,88,3,2,13720
MSC,Alaska,Tampa,Suite,13,7,158,12,4,105780
Holland America,South Pacific,Galveston,Suite,11,1,7,2,2,82010
Princess,Mediterranean,Miami,Interior,9,4,80,15,3,27460
MSC,Northern Europe,Seattle,Ocean View,10,6,134,11,1,19490
Princess,Alaska,Fort Lauderdale,Suite,9,5,112,14,2,42670
Princess,Hawaii,Fort Lauderdale,Interior,6,10,275,3,3,20780
Disney,Mediterranean,New Orleans,Suite,14,4,85,2,3,143200
Celebrity,Mexico,Seattle,Interior,7,6,137,3,2,8640
Holland America,Alaska,New Orleans,Suite,8,3,52,23,2,33900
Celebrity,Mediterranean,Seattle,Suite,8,6,150,23,3,89290
Princess,Hawaii,New Orleans,Suite,10,3,49,0,2,62160
Disney,Mediterranean,Tampa,Suite,11,3,60,24,3,95620
Disney,Northern Europe,Miami,Suite,8,11,301,3,2,77300
MSC,Hawaii,Seattle,Suite,7,2,27,11,2,31740
Disney,South Pacific,Seattle,Interior,13,1,349,0,2,81580
Norwegian,Caribbean,Fort Lauderdale,Balcony,5,8,218,25,1,4380
Disney,Mexico,Galveston,Balcony,5,6,134,8,2,10980
Royal Caribbean,Hawaii,New Orleans,Suite,7,4,89,6,2,34000
Celebrity,Northern Europe,Port Canaveral,Balcony,8,7,177,11,2,45860
MSC,Hawaii,Fort Lauderdale,Balcony,8,3,53,20,2,21130
Disney,Alaska,Tampa,Suite,14,7,186,10,3,160890
Celebrity,Alaska,Galveston,Ocean View,10,11,304,9,4,40760
Princess,Alaska,San Juan,Suite,10,3,54,2,3,62980
Holland America,Mexico,Galveston,Ocean View,6,8,210,4,4,14030
Carnival,Mexico,Galveston,Interior,11,9,233,1,2,9190
Norwegian,Mexico,Los Angeles,Interior,5,1,362,7,2,7280
MSC,South Pacific,Port Canaveral,Ocean View,10,2,17,19,2,25990
Disney,Northern Europe,Seattle,Ocean View,13,12,328,18,3,76560
Holland America,Mexico,New Orleans,Balcony,5,8,193,7,2,8100
Celebrity,Bahamas,Galveston,Ocean View,8,6,133,25,2,8200
Norwegian,Bahamas,New York,Suite,5,12,316,7,3,26350
MSC,South Pacific,San Juan,Balcony,14,12,323,14,2,53440
Holland America,Bahamas,Miami,Ocean View,6,11,293,20,1,3920
Celebrity,South Pacific,Fort Lauderdale,Ocean View,8,6,148,18,2,26880
Royal Caribbean,South Pacific,Port Canaveral,Suite,10,1,345,14,2,82480
Princess,Hawaii,San Juan,Ocean View,7,10,267,13,2,18810
Celebrity,Caribbean,Galveston,Interior,6,3,43,19,1,5660
Holland America,Alaska,Tampa,Ocean View,10,5,99,0,2,27470
Disney,Bahamas,Fort Lauderdale,Balcony,4,8,213,18,3,9080
Holland America,Northern Europe,Los Angeles,Suite,12,5,100,3,2,75310
Norwegian,Northern Europe,Los Angeles,Balcony,11,8,212,6,2,55910
Carnival,Hawaii,Fort Lauderdale,Suite,6,2,17,19,1,16500
Royal Caribbean,Hawaii,Port Canaveral,Interior,3,10,277,0,1,3920
Holland America,Mexico,San Juan,Interior,6,3,42,5,2,8100
Disney,Alaska,Galveston,Ocean View,9,12,314,11,2,23860
Disney,Alaska,Los Angeles,Ocean View,7,11,282,25,4,39370
Princess,Mexico,Galveston,Interior,6,11,309,16,2,5210
Carnival,South Pacific,San Juan,Ocean View,12,9,239,21,2,26700
Holland America,South Pacific,New York,Interior,10,8,194,4,2,29300
Disney,Mediterranean,Miami,Suite,14,1,344,22,3,136180
Carnival,Bahamas,New York,Balcony,6,10,279,16,2,6060
MSC,Mexico,Port Canaveral,Balcony,5,5,108,9,4,11770
Holland America,Northern Europe,Seattle,Suite,7,10,258,3,2,43260
Disney,Northern Europe,Los Angeles,Balcony,11,1,357,22,1,35380
Royal Caribbean,Mediterranean,New Orleans,Interior,9,12,335,10,3,24350
Royal Caribbean,Caribbean,Seattle,Balcony,4,11,282,1,3,11960
Holland America,Alaska,Miami,Balcony,8,9,241,5,3,45330
Celebrity,Bahamas,Los Angeles,Ocean View,5,12,334,19,1,5180
Holland America,Mediterranean,New Orleans,Interior,10,1,344,10,4,40750
Holland America,Mediterranean,Seattle,Balcony,9,12,313,7,2,34960
Princess,Northern Europe,Tampa,Balcony,11,8,216,22,1,26690
Holland America,Northern Europe,Tampa,Balcony,14,6,136,19,1,39840
Holland America,Caribbean,Port Canaveral,Suite,6,5,121,2,2,23050
Carnival,Alaska,Fort Lauderdale,Suite,12,4,92,23,2,41370
Holland America,Mexico,New Orleans,Balcony,8,6,140,3,3,18840
Holland America,Mediterranean,New York,Interior,10,4,72,16,4,42600
Disney,South Pacific,Fort Lauderdale,Interior,13,5,101,2,3,76310
Carnival,Mediterranean,San Juan,Suite,9,9,233,19,3,51320
MSC,Mediterranean,Miami,Balcony,9,7,181,8,4,60790
Celebrity,South Pacific,Miami,Ocean View,9,6,156,16,1,20130
Norwegian,Mediterranean,Los Angeles,Balcony,14,3,42,7,2,41650
Princess,Alaska,New York,Ocean View,9,3,64,21,1,12590
Royal Caribbean,Alaska,Galveston,Balcony,8,1,357,7,1,11670
Royal Caribbean,Caribbean,San Juan,Suite,4,5,121,24,2,10590
Carnival,Caribbean,San Juan,Suite,6,6,151,21,2,12140
Disney,Mediterranean,San Juan,Suite,14,10,252,4,2,96060
Celebrity,Mediterranean,New Orleans,Ocean View,9,8,205,8,3,50990
Celebrity,Caribbean,New Orleans,Suite,4,9,242,13,3,15910
MSC,Northern Europe,Galveston,Ocean View,13,9,222,13,2,30710
Disney,South Pacific,Los Angeles,Suite,12,1,347,12,2,164820
MSC,Mediterranean,Tampa,Ocean View,12,9,244,17,3,36830
Holland America,Hawaii,Tampa,Balcony,5,9,247,3,2,16500
Disney,Mexico,Miami,Suite,4,7,179,17,3,19430
Holland America,Northern Europe,Los Angeles,Ocean View,10,8,204,18,2,37280
Princess,Alaska,San Juan,Suite,10,4,84,13,2,47140
MSC,Alaska,Galveston,Suite,7,1,353,3,3,36660
Carnival,Caribbean,Miami,Interior,5,3,53,10,4,13640
Celebrity,Mediterranean,Tampa,Ocean View,8,8,192,19,4,53700
Disney,South Pacific,Port Canaveral,Balcony,8,11,294,5,4,106740
Norwegian,Alaska,Fort Lauderdale,Suite,13,4,88,17,2,49630
Disney,Mexico,Fort Lauderdale,Ocean View,6,4,82,14,1,6740
Royal Caribbean,Alaska,Los Angeles,Suite,9,2,17,18,2,35860
Celebrity,South Pacific,Los Angeles,Ocean View,14,1,350,18,2,62160
Celebrity,Bahamas,Fort Lauderdale,Balcony,4,12,326,9,2,9950
Norwegian,Bahamas,Galveston,Ocean View,5,3,49,11,2,6550
Disney,Caribbean,Port Canaveral,Suite,5,6,136,6,2,22370
Royal Caribbean,South Pacific,Port Canaveral,Balcony,10,1,365,9,2,50080
Holland America,Hawaii,New Orleans,Interior,7,1,343,14,2,20510
Celebrity,Caribbean,San Juan,Ocean View,3,11,300,0,2,5100
MSC,South Pacific,Seattle,Suite,11,1,363,12,2,78920
Holland America,Northern Europe,Port Canaveral,Balcony,11,11,289,6,2,37820
Princess,Bahamas,Fort Lauderdale,Suite,7,7,170,16,3,22500
Royal Caribbean,Alaska,Tampa,Interior,12,3,40,4,2,20340
MSC,Bahamas,Miami,Interior,7,7,181,19,1,2450
Disney,Hawaii,San Juan,Interior,4,4,78,6,4,23210
Carnival,Alaska,Fort Lauderdale,Interior,10,5,114,1,3,23010
Holland America,Hawaii,Los Angeles,Ocean View,7,10,260,19,3,27330
Disney,Mexico,Los Angeles,Interior,4,2,10,2,2,7800
MSC,Mexico,New York,Ocean View,6,5,103,22,2,6700
Carnival,Mediterranean,Galveston,Ocean View,10,4,90,12,2,18760
Princess,Northern Europe,Tampa,Balcony,12,6,130,16,1,34750
Princess,Mexico,Fort Lauderdale,Ocean View,4,10,259,11,4,9870
Royal Caribbean,Northern Europe,Los Angeles,Interior,8,7,170,18,3,32830
Celebrity,Bahamas,Galveston,Balcony,6,10,252,11,2,8480
Disney,Hawaii,Tampa,Ocean View,6,2,28,22,2,20420
Disney,South Pacific,Seattle,Balcony,14,9,238,4,2,90910
Holland America,Northern Europe,Port Canaveral,Interior,13,12,330,4,2,33770
Royal Caribbean,Northern Europe,Port Canaveral,Ocean View,9,5,118,3,1,16550
Disney,Alaska,Galveston,Balcony,14,8,207,5,2,76920
Princess,Mediterranean,Los Angeles,Ocean View,14,9,228,13,4,84050
Norwegian,South Pacific,Galveston,Interior,9,7,172,22,2,19290
Princess,Alaska,New York,Ocean View,10,9,220,15,1,16370
Princess,Alaska,New Orleans,Balcony,13,12,320,3,2,33320
Princess,Hawaii,Port Canaveral,Balcony,5,9,249,2,1,10700
Celebrity,Northern Europe,Tampa,Ocean View,10,7,167,20,4,67790
Disney,Mexico,San Juan,Balcony,7,1,364,6,4,41700
Celebrity,Mediterranean,Tampa,Ocean View,14,2,16,10,2,34970
Carnival,Northern Europe,San Juan,Ocean View,14,9,243,19,4,68540
Princess,Bahamas,Seattle,Suite,7,6,148,22,2,16140
Royal Caribbean,South Pacific,Tampa,Ocean View,12,8,189,19,2,33570
Norwegian,Mexico,Los Angeles,Balcony,10,12,316,17,2,17850
MSC,Bahamas,Miami,Balcony,7,5,106,16,3,10700
Princess,Mediterranean,Seattle,Suite,7,7,159,8,2,65470
Princess,Caribbean,Seattle,Interior,4,9,245,24,4,8440
Norwegian,South Pacific,New York,Suite,14,7,167,3,4,182140
Disney,Mexico,San Juan,Ocean View,6,4,90,18,2,11940
Royal Caribbean,Bahamas,Galveston,Interior,6,8,195,4,2,4360
Holland America,Caribbean,Galveston,Suite,5,7,174,19,3,18760
Royal Caribbean,Mexico,San Juan,Balcony,7,2,27,16,1,6750
Norwegian,South Pacific,Fort Lauderdale,Interior,8,10,274,5,4,33130
MSC,Bahamas,Galveston,Balcony,5,8,218,10,3,6660
Disney,Northern Europe,New York,Interior,13,1,362,4,2,47360
Carnival,Mediterranean,Port Canaveral,Suite,11,5,123,7,1,25190
Royal Caribbean,Caribbean,Los Angeles,Ocean View,3,5,119,24,2,3970
Norwegian,Alaska,Galveston,Balcony,13,2,16,16,3,38260
Disney,Caribbean,New York,Suite,4,5,109,18,1,10300
MSC,South Pacific,Galveston,Interior,12,10,267,5,2,23980
Norwegian,Caribbean,New Orleans,Balcony,6,10,268,12,2,8680
MSC,Mexico,Tampa,Balcony,5,6,140,12,2,5630
Princess,South Pacific,Los Angeles,Interior,13,5,111,5,2,38030
Holland America,Bahamas,Tampa,Ocean View,7,7,159,22,2,7120
Princess,Hawaii,Miami,Suite,6,5,124,18,3,41880
Princess,Mediterranean,New Orleans,Interior,9,7,177,6,2,27160
Holland America,Hawaii,Seattle,Suite,6,4,91,15,2,35690
Princess,Mediterranean,San Juan,Interior,7,2,22,19,1,7350
Royal Caribbean,Mexico,New Orleans,Interior,5,11,297,5,1,2830
Celebrity,Mediterranean,Seattle,Ocean View,12,3,45,8,2,35830
Royal Caribbean,Mexico,Fort Lauderdale,Interior,5,6,141,14,4,8360
MSC,Bahamas,Los Angeles,Interior,4,3,64,2,3,6690
Disney,Mexico,Miami,Balcony,7,10,252,2,3,24390
Norwegian,Mediterranean,Seattle,Interior,7,2,26,15,2,11880
Disney,Northern Europe,Miami,Ocean View,7,1,343,2,4,71110
Princess,Mexico,Tampa,Suite,7,2,19,21,2,17500
MSC,Mediterranean,Miami,Suite,11,11,295,13,2,43490
Disney,Mediterranean,New Orleans,Interior,12,9,240,15,2,39940
Celebrity,Hawaii,Galveston,Ocean View,7,7,184,13,2,23390
Holland America,Hawaii,Galveston,Suite,7,4,82,21,3,45180
Disney,Northern Europe,Seattle,Balcony,11,4,77,10,4,106540
Disney,South Pacific,Miami,Ocean View,9,12,313,10,2,58910
Norwegian,Alaska,Seattle,Ocean View,13,3,64,16,2,23870
Carnival,Caribbean,New York,Balcony,6,4,91,23,2,11600
Celebrity,South Pacific,Galveston,Interior,12,11,287,12,2,35160
Holland America,Mediterranean,Seattle,Balcony,8,5,122,20,2,27140
Norwegian,Mediterranean,New York,Interior,14,4,80,2,2,36130
Princess,Mediterranean,New Orleans,Suite,8,5,104,0,1,27430
Princess,Bahamas,Port Canaveral,Ocean View,7,1,355,2,1,7440
Disney,Bahamas,Galveston,Suite,6,2,12,22,2,17270
Celebrity,Northern Europe,Tampa,Balcony,14,12,332,19,2,52630
Disney,Caribbean,Galveston,Suite,5,6,137,22,2,17600
Holland America,Bahamas,San Juan,Suite,6,7,186,21,2,12000
Royal Caribbean,Northern Europe,Los Angeles,Interior,8,10,250,8,2,17630
Carnival,Mediterranean,Los Angeles,Interior,12,6,130,19,4,55450
Royal Caribbean,Hawaii,New York,Balcony,7,9,238,6,2,25480
Carnival,Caribbean,San Juan,Ocean View,8,2,21,16,2,10550
Norwegian,South Pacific,San Juan,Balcony,7,6,136,18,2,23280
Disney,Alaska,New Orleans,Suite,8,6,155,19,2,62380
Carnival,Alaska,Tampa,Interior,10,2,9,12,3,17210
Norwegian,Northern Europe,New Orleans,Interior,12,1,356,18,3,34040
MSC,South Pacific,Fort Lauderdale,Interior,9,12,316,18,1,14470
